Language_name	Family_name	subfamily_name	genus_name	status	dot_color	label_color	latitude	longitude
Diandongbei-Large Flowery Miao	Hmong-Mien			unknown/safe	#A9A9A9	#A9A9A9	27.8682	104.06
Lari	Indo-European			definitely endangered	#EDED21	#EDED21	27.6436	54.63449
Larike-Wakasihu	Austronesian		Central Malayo-Polynesian	unknown/safe	#A9A9A9	#A9A9A9	-3.76522	127.956
Laru (North Sudan)	Heibanic			definitely endangered	#EDED21	#EDED21	11.3915	30.3824
Larteh	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.9367	-0.07822
Laru (Nigeria)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.5756	4.43514
Lasalimu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-5.23602	123.129
Lasgerdi	Indo-European			definitely endangered	#EDED21	#EDED21	35.40153	52.99868
Lashi	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	26.0992	98.5481
Lasi	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	25.3293	66.9137
Latin	Indo-European			extinct	#FF0000	#FF0000	41.9026	12.4502
Latu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-3.41302	128.667
LatundÃª	Nambiquaran			vulnerable	#CBCB65	#CBCB65	-12.608792	-60.422423
Latvian Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	56.9335	24.4931
Latvian	Indo-European		Baltic	vulnerable	#CBCB65	#CBCB65	56.826108	24.309118
Lauan	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-18.2131	-178.785
Laua	Mailuan			extinct	#FF0000	#FF0000	-10.16145	149.25747
Lauje	Austronesian		Celebic	vulnerable	#CBCB65	#CBCB65	0.50708	120.262
Laura	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	-9.4296	119.19
Laurentian	Iroquoian			extinct	#FF0000	#FF0000	45.33	-72.5
Lau	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-8.51018	160.872
Lavatbura-Lamusong	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-3.21903	151.728
Laven	Austroasiatic	Mon-Khmer	Bahnaric	unknown/safe	#A9A9A9	#A9A9A9	15.2726	106.322
Brao	Austroasiatic	Mon-Khmer	Bahnaric	unknown/safe	#A9A9A9	#A9A9A9	14.5994	107.008
Lavukaleve				unknown/safe	#A9A9A9	#A9A9A9	-9.05569	159.119
Lawangan	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-1.80261	115.876
Lawunuia	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-6.15201	155.129
Lawu	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	24.133878	101.498795
Layakha	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	28.0499	89.7177
Laze	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	27.85	101.45
Laz	Kartvelian		Kartvelian	definitely endangered	#EDED21	#EDED21	41.5004	41.9096
Lealao Chinantec	Otomanguean		Chinantecan	unknown/safe	#A9A9A9	#A9A9A9	17.3162	-95.9265
Leco				critically endangered	#FF6500	#FF6500	-15.0092	-67.8818
Ledo Kaili	Austronesian		Celebic	unknown/safe	#A9A9A9	#A9A9A9	-1.03033	120.132
Leelau	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.29145	11.1636
Lefa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.05845	11.114
Lega-Shabunda	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-3.83196	27.1424
Lega-Mwenga	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-3.39007	28.2621
Legbo	Atlantic-Congo	Benue-Congo	Cross River	unknown/safe	#A9A9A9	#A9A9A9	6.02645	7.98385
Legenyem	Austronesian			vulnerable	#CBCB65	#CBCB65	-0.3592	130.749
Lehar	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	14.9387	-16.8816
Lehali	Austronesian			vulnerable	#CBCB65	#CBCB65	-13.5043	167.332
Lehalurup	Austronesian			vulnerable	#CBCB65	#CBCB65	-13.5406	167.336
Leipon	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-1.9665	147.226
Lelak	Austronesian			extinct	#FF0000	#FF0000	4.11426	114.029
Lelemi	Atlantic-Congo		Kwa	unknown/safe	#A9A9A9	#A9A9A9	7.34549	0.50746
Lele (Democratic Republic of Congo)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-4.94672	20.5674
Lele (Guinea)	Mande			unknown/safe	#A9A9A9	#A9A9A9	8.98043	-10.371
Lelepa	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-17.6042	168.202
Lele (Papua New Guinea)	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.04783	147.207
Lele (Chad)	Afro-Asiatic	Chadic	East Chadic	unknown/safe	#A9A9A9	#A9A9A9	9.158	15.81149
Lembena	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-4.99504	143.891
Lemerig	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-13.7427	167.436
Lemio	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.61407	146.441
Lemoro	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.4366	8.70513
Lemolang	Austronesian			vulnerable	#CBCB65	#CBCB65	-2.63313	120.27
Lenakel	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-19.4763	169.261
Lenca-Honduras	Lencan			extinct	#FF0000	#FF0000	13.667338	-87.49878
Lenca-Salvador	Lencan			extinct	#FF0000	#FF0000	13.560562	-88.114014
Lenca	Bookkeeping			extinct	#FF0000	#FF0000	13.9278	-88.0422
Lendu	Central Sudanic		Lendu	unknown/safe	#A9A9A9	#A9A9A9	2.1898	30.6794
Lengola	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-1.95874	25.3343
Lengo	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-9.56425	160.42
Lengilu	Austronesian			critically endangered	#FF6500	#FF6500	3.69641	115.91
Lengua	Lengua-Mascoy		Mascoian	severely endangered	#FFCB00	#FFCB00	-22.6559	-58.9053
Leningitij	Pama-Nyungan			extinct	#FF0000	#FF0000	-20	145
Lenje	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-14.7192	28.2581
Lenkau	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.33367	147.742
Len	Morehead-Wasur			unknown/safe	#A9A9A9	#A9A9A9	-9.12	142.1
Lenyima	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.00131	8.28951
Lepcha	Sino-Tibetan	Tibeto-Burman	Lepcha	definitely endangered	#EDED21	#EDED21	27.0869	88.5726
Lepki	Lepki-Murkim			unknown/safe	#A9A9A9	#A9A9A9	-4.1059	140.464
Lere	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.4789	8.93337
Lese	Central Sudanic		Mangbutu-Efe	unknown/safe	#A9A9A9	#A9A9A9	1.3	29.3
Lesing-Gelimi	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-6.19889	150.506
Letemboi-Repanbitip	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-16.4339	167.566
Leti (Cameroon)	Atlantic-Congo			extinct	#FF0000	#FF0000	4.57457	11.405
Leti (Indonesia)	Austronesian		Central Malayo-Polynesian	unknown/safe	#A9A9A9	#A9A9A9	-8.19808	127.674
Levuka	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.47094	123.44
Lewo	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-16.7612	168.334
Lewo Eleng	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.35741	123.652
Lewotobi	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.54573	122.747
Leyigha	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.98832	8.20861
Lezghian	Nakh-Daghestanian	Daghestanian	Lezgic	vulnerable	#CBCB65	#CBCB65	41.5157	47.8951
Lhokpu	Sino-Tibetan			definitely endangered	#EDED21	#EDED21	26.9135	89.3099
Lhomi	Sino-Tibetan	Tibeto-Burman	Bodic	vulnerable	#CBCB65	#CBCB65	27.5948	87.7161
Liabuku	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-5.32268	122.699
Liangmai Naga	Sino-Tibetan			vulnerable	#CBCB65	#CBCB65	25.16	93.542
Liana-Seti	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-3.11832	129.899
Kru Pidgin English	Pidgin			unknown/safe	#A9A9A9	#A9A9A9	6.423	-10.5284
Liberia Kpelle	Mande		Western Mande	unknown/safe	#A9A9A9	#A9A9A9	6.92048	-9.96128
Libinza	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	1.97729	18.8886
Libido	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	8.09761	38.4997
Libyan Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	29.512	17.573
Libyan Arabic	Afro-Asiatic		Semitic	unknown/safe	#A9A9A9	#A9A9A9	22.0032	15.0014
Ligbi	Mande			unknown/safe	#A9A9A9	#A9A9A9	7.94291	-2.56353
Ligenza	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	2.86168	22.4936
Ligurian	Indo-European		Romance	definitely endangered	#EDED21	#EDED21	44.0816	7.90522
Lihir	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-3.18895	152.606
Lijili	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.52193	8.35562
Liko	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	2.13777	27.6088
Balobo	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	1.75106	19.0222
Liki	Austronesian			critically endangered	#FF6500	#FF6500	-1.60652	138.731
Likuba	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-1.27931	16.4702
Likum	Austronesian			definitely endangered	#EDED21	#EDED21	-2.16157	146.695
Likwala	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-0.48981	16.5967
Lilau	Bogia			unknown/safe	#A9A9A9	#A9A9A9	-4.35479	144.99
Lillooet	Salishan		Interior Salish	severely endangered	#FFCB00	#FFCB00	50.7272	-122.04
Limassa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	2.26808	16.1874
Limburgan	Indo-European			vulnerable	#CBCB65	#CBCB65	51.015	5.87705
Limbu	Sino-Tibetan	Tibeto-Burman	Mahakiranti	definitely endangered	#EDED21	#EDED21	27.2703	87.8859
Limbum	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.58608	10.9802
Limi	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	24.469	100.073
Limos Kalinga	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	17.6081	121.381
Tado-Lindu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-1.35748	120.063
Mediterranean Lingua Franca	Pidgin			extinct	#FF0000	#FF0000	33.8613	10.8531
Lingao	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	19.8634	109.971
Lingala	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	1.40324	19.7829
Neverver	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-16.1986	167.499
Lingkhim	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	26.992	87.9992
Li'o	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.68615	121.832
Lipan Apache	Athapaskan-Eyak-Tlingit			extinct	#FF0000	#FF0000	33.2748	-105.819
Lipo	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	25.226	101.302
Lisabata-Nuniali	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.87434	128.265
Lisela	Austronesian			vulnerable	#CBCB65	#CBCB65	-3.27358	126.981
Lish	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	27.371821	92.232987
Lishanid Noshan	Afro-Asiatic		Semitic	unknown/safe	#A9A9A9	#A9A9A9	44.065281	36.213298
LishÃ¡n DidÃ¡n	Afro-Asiatic		Semitic	unknown/safe	#A9A9A9	#A9A9A9	38	47
Lishana Deni	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	31.7745	35.2225
Lisu	Sino-Tibetan	Tibeto-Burman	Burmese-Lolo	unknown/safe	#A9A9A9	#A9A9A9	22.5488	94.0184
Lithuanian Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	55.2487	23.8814
Lithuanian	Indo-European		Baltic	unknown/safe	#A9A9A9	#A9A9A9	55.1429	23.9601
Litoka	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	2.69	19.24
Naman	Austronesian			critically endangered	#FF6500	#FF6500	-16.1331	167.415
Livvi	Uralic			definitely endangered	#EDED21	#EDED21	61.6565	29.0726
Liv	Uralic	Finno-Ugric	Finnic	extinct	#FF0000	#FF0000	57.566	22.0262
Lizu	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	28.333425	101.350309
Loarki	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	26.095	68.715
Lobala	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	2.04881	18.3667
Lobi	Atlantic-Congo		Gur	unknown/safe	#A9A9A9	#A9A9A9	9.96122	-3.336
Lodhi	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	20.8954	84.9463
Logba	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.92838	0.43068
Logooli	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	0.09487	34.729
Logo	Central Sudanic		Moru-Ma'di	unknown/safe	#A9A9A9	#A9A9A9	3.32608	29.8866
Logorik	Dajuic			critically endangered	#FF6500	#FF6500	11.1739	29.8053
Logol	Heibanic			severely endangered	#FFCB00	#FFCB00	10.98053	31.12359
Logudorese Sardinian	Indo-European			definitely endangered	#EDED21	#EDED21	40.49	9.09957
Loja Highland Quichua	Quechuan			severely endangered	#FFCB00	#FFCB00	-3.69352	-79.29151
Lokaa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.91483	8.0933
Lokoya	Nilotic			unknown/safe	#A9A9A9	#A9A9A9	4.64724	32.26247
Loko	Mande		Western Mande	unknown/safe	#A9A9A9	#A9A9A9	9.11838	-12.1583
Lola	Austronesian			vulnerable	#CBCB65	#CBCB65	-6.34188	134.879
Lolak	Austronesian			critically endangered	#FF6500	#FF6500	0.85544	124.117
Lole	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-10.8069	123.085
Lolopo	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	25.50051	101.30185
Lolo	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-17.0232	35.9451
Loloda-Laba	North Halmahera			unknown/safe	#A9A9A9	#A9A9A9	1.95461	127.772
Loma (CÃ´te d'Ivoire)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.40172	-3.47051
Loma (Liberia)	Mande		Western Mande	unknown/safe	#A9A9A9	#A9A9A9	7.91585	-9.69906
Lomaiviti	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-18.0001	179.306
Lombi	Central Sudanic			unknown/safe	#A9A9A9	#A9A9A9	0.26796	27.342
Lombard	Indo-European			definitely endangered	#EDED21	#EDED21	45.8817	9.39509
Lombo	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	0.88267	24.6862
Mozambique Lomwe	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-16.0381	37.2437
Loncong	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-0.02586	103.548
Longto-Voko	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.33313	13.0568
Longuda	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.75787	11.8378
Longgu	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-9.75258	160.663
Western Lowland Kenyah	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	3.85226	114.82
Longjia	Sino-Tibetan			extinct	#FF0000	#FF0000	26.4	105.233333
Loniu	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-2.06124	147.35
Lonwolwol	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-16.2286	168.016
Loo	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.4066	11.0511
Lopa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.3756	4.67396
Lopit	Nilotic			unknown/safe	#A9A9A9	#A9A9A9	4.6986	32.7534
Lopi	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	25.0833	97.0833
Lorang	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-6.30338	134.41
Loreto-Ucayali Spanish	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	-4.74563	-73.6507
Nethalp	Austronesian			critically endangered	#FF6500	#FF6500	-15.19852	167.03645
Lote	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-5.954	150.911
Lotha Naga	Sino-Tibetan	Tibeto-Burman	Kuki-Chin	vulnerable	#CBCB65	#CBCB65	26.01396	94.04355
Lo-Toga	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-13.252	166.613
Lotud	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	6.13732	116.232
Louisiana Creole French	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	30.0412	-90.7475
Loun	Austronesian			extinct	#FF0000	#FF0000	-2.8778	128.912
Lou	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-2.38659	147.346
Lowa	Sino-Tibetan	Tibeto-Burman	Bodic	unknown/safe	#A9A9A9	#A9A9A9	29.0324	83.8959
Lower Sorbian	Indo-European			definitely endangered	#EDED21	#EDED21	51.6621	13.9407
Lower Silesian	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	50.6963	15.9667
Lower Ta'oih	Austroasiatic			unknown/safe	#A9A9A9	#A9A9A9	15.9083	106.873
Lower Darling-Lower Lachlan	Pama-Nyungan			extinct	#FF0000	#FF0000	-33.9470874	141.5854211
Lower-Nosop	Tuu			extinct	#FF0000	#FF0000	-25.54522	20.588827
Tanudan Kalinga	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	17.3441	121.311
Lower Grand Valley Dani	Nuclear Trans New Guinea		Dani	unknown/safe	#A9A9A9	#A9A9A9	-4.25684	138.992
Lower Tanana	Athapaskan-Eyak-Tlingit			critically endangered	#FF6500	#FF6500	64.8834	-149.451
Lower Chehalis	Salishan			extinct	#FF0000	#FF0000	46.7736	-124.004
Lowland Oaxaca Chontal	Tequistlatecan			unknown/safe	#A9A9A9	#A9A9A9	15.9497	-95.6876
Lowland Tarahumara	Uto-Aztecan			vulnerable	#CBCB65	#CBCB65	27.4623	-107.854
Loxicha Zapotec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	15.8442	-96.6997
Lozi	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-17.7052	24.7398
Lua'	Bookkeeping			definitely endangered	#EDED21	#EDED21	19.1198	101.217
Luang	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.18378	127.944
Luba-Lulua	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-5.72717	22.4422
Luba-Katanga	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-8.2816	25.8918
Lubila	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.46011	8.29204
Lubu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	0.63989	99.74549
Lubuagan Kalinga	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	17.3879	121.0365
Luchazi	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-14.0648	22.2437
Lucumi	Atlantic-Congo			extinct	#FF0000	#FF0000	22.9514	-82.441
Ludian	Uralic			severely endangered	#FFCB00	#FFCB00	61.853	33.7346
Lufu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	7.25555	10.9499
Lugbara	Central Sudanic		Moru-Ma'di	unknown/safe	#A9A9A9	#A9A9A9	3.02245	30.8642
Luguru	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-6.86828	37.5557
Luhu-Piru	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-3.13187	127.966
Lui	Bookkeeping			extinct	#FF0000	#FF0000	21.3635	99.6619
Luimbi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-11.2221	17.5385
Luiseno	Uto-Aztecan			critically endangered	#FF6500	#FF6500	33.3184	-116.939
Lukpa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.51949	1.66954
Lule				extinct	#FF0000	#FF0000	-25.221839	-61.887818
Lule Sami	Uralic			severely endangered	#FFCB00	#FFCB00	67.2759	17.8057
Lumbee	Unattested			extinct	#FF0000	#FF0000	35.6171	-78.4531
Lumbu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-3.37917	11.124
Lumba-Yakkha	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	27.232	87.3146
Lumun	Narrow Talodi			definitely endangered	#EDED21	#EDED21	10.8308	30.253
Lunanakha	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	28.1288	90.1257
Luna	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-5.08693	23.5426
Lunda	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-11.1793	23.8662
Lundayeh	Austronesian		North Borneo	unknown/safe	#A9A9A9	#A9A9A9	4.25064	115.5
Lungga	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.17469	156.573
Luo (Cameroon)	Atlantic-Congo			extinct	#FF0000	#FF0000	5.9072	9.91259
Luo (Kenya and Tanzania)	Nilotic		Nilotic	unknown/safe	#A9A9A9	#A9A9A9	-0.93296	34.4896
Luopohe Hmong	Hmong-Mien			unknown/safe	#A9A9A9	#A9A9A9	26.8183	107.158
Luren	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	27.285	105.664
Luri	Afro-Asiatic			extinct	#FF0000	#FF0000	10.059	9.59745
Lusengo	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	0.16988	18.3991
Mizo	Sino-Tibetan	Tibeto-Burman	Kuki-Chin	vulnerable	#CBCB65	#CBCB65	22.6138	92.6247
Northern Lushootseed	Salishan		Central Salish	critically endangered	#FF6500	#FF6500	48.42	-122.529
Lusi	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-5.55033	149.148
Lutos	Central Sudanic			unknown/safe	#A9A9A9	#A9A9A9	8.52074	19.0071
LÃ_	Tai-Kadai		Kam-Tai	unknown/safe	#A9A9A9	#A9A9A9	21.0321	101.282
Luvale	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-13.5382	22.2924
Luwati	Indo-European			severely endangered	#FFCB00	#FFCB00	23.6322	58.4916
Luwo	Nilotic		Nilotic	unknown/safe	#A9A9A9	#A9A9A9	7.35089	28.1378
Luxembourgish	Indo-European		Germanic	vulnerable	#CBCB65	#CBCB65	49.6839	6.14931
Luyi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-15.2221	18.8037
Lwalu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-7.16388	22.1097
Lwel	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-4.38475	20.6314
LyÃ©lÃ©	Atlantic-Congo		Gur	unknown/safe	#A9A9A9	#A9A9A9	12.4305	-2.59229
Lyngngam	Austroasiatic			unknown/safe	#A9A9A9	#A9A9A9	25.35	91.05
Lyons Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	48.5642	2.36811
Maa	Austroasiatic			unknown/safe	#A9A9A9	#A9A9A9	11.5205	107.339
Maaka	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	11.5007	11.9035
Ma'anyan	Austronesian		Barito	unknown/safe	#A9A9A9	#A9A9A9	-2.1239	115.092
Maang	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	23.555104	105.70091
Maasina Fulfulde	Atlantic-Congo	Atlantic	Northern Atlantic	unknown/safe	#A9A9A9	#A9A9A9	11.1324	-3.64763
Maay	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	3.22288	43.6182
Mabaale	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	2.11942	20.8759
Mabaan	Nilotic			unknown/safe	#A9A9A9	#A9A9A9	9.81455	33.5404
Maba (Chad)	Maban		Maban	unknown/safe	#A9A9A9	#A9A9A9	12.89147	20.8889
Maba (Indonesia)	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	0.59011	128.418
Mabaka Valley Kalinga	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	17.6683	121.073
Mabenaro	Pano-Tacanan			extinct	#FF0000	#FF0000	-11.543809	-68.277741
Mabire	Afro-Asiatic			critically endangered	#FF6500	#FF6500	11.698	18.6282
MacaguÃ¡n	Guahiboan		Guahiban	definitely endangered	#EDED21	#EDED21	6.34582	-71.2671
Maca	Matacoan		Matacoan	definitely endangered	#EDED21	#EDED21	-25.0119	-57.3694
Macaguaje	Tucanoan			extinct	#FF0000	#FF0000	0.49999	-75.8333
Macanese	Indo-European			critically endangered	#FF6500	#FF6500	22.4181	114.12
Macedonian	Indo-European		Slavic	unknown/safe	#A9A9A9	#A9A9A9	41.5957	21.7932
Machinga	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-9.37101	39.4268
Machame	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-3.29385	37.0703
Machiguenga	Arawakan		Pre-Andine Arawakan	definitely endangered	#EDED21	#EDED21	-12.1291	-72.5017
Machinere	Arawakan			severely endangered	#FFCB00	#FFCB00	-10.4804	-69.7683
Maco	Jodi-Saliban			critically endangered	#FF6500	#FF6500	4.5621	-66.5813
Macuni	Nuclear-Macro-Je			extinct	#FF0000	#FF0000	-17.904785	-39.809418
Macushi	Cariban		Cariban	vulnerable	#CBCB65	#CBCB65	4.31861	-60.2209
Macuna	Tucanoan		Tucanoan	vulnerable	#CBCB65	#CBCB65	-0.14459	-70.0749
Madagascar Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	-19.04	46.87
Mada (Nigeria)	Atlantic-Congo	Benue-Congo	Platoid	unknown/safe	#A9A9A9	#A9A9A9	9.02294	8.34119
Madak	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-3.34342	151.967
Mada (Cameroon)	Afro-Asiatic	Chadic	Biu-Mandara	unknown/safe	#A9A9A9	#A9A9A9	10.8806	14.1142
Ma (Democratic Republic of Congo)	Atlantic-Congo	Adamawa-Ubangi	Ubangi	unknown/safe	#A9A9A9	#A9A9A9	3.69351	26.9939
Maden	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-1.05325	130.833
Ma'di	Central Sudanic		Moru-Ma'di	unknown/safe	#A9A9A9	#A9A9A9	3.62499	31.8471
Madi	Nuclear Trans New Guinea			severely endangered	#FFCB00	#FFCB00	-5.63017	146.407
